,id,text,label,intensity,word_count,char_count,punc_count,range,stop_words
2352,40154,sadli !! one less hour drink time ðÿ ˜¢ ðÿ »,sadness,0.667,11,64,5,0.6 - 0.699,1
2353,40155,dark room minut fail everi time tri develop photo ' frustrat :'),sadness,0.667,24,97,4,0.6 - 0.699,11
2354,40156,mix emot . # sad # anxietymayb # missingfriend # growingupsuck # lostfriend # wheresthetruefriend # complic,sadness,0.667,9,112,8,0.6 - 0.699,0
2355,40157,"thank , shall mourn",sadness,0.667,7,32,3,0.6 - 0.699,2
2356,40158,make yearli transit excit hope colleg return sick exhaust pessimist . # colleg,sadness,0.667,16,98,2,0.6 - 0.699,5
2357,40159,"easi ride child cri : \ n ' oh , find ... find , noth , \ nwe sullen misti moor ...'",sadness,0.667,24,111,15,0.6 - 0.699,9
2358,40160,"give yo afam son advic today : ' polit , sudden movement , keep hand see '. # sad",sadness,0.667,23,104,7,0.6 - 0.699,8
2359,40161,man southampton wipe floor west ham sunday . dishearten,sadness,0.667,13,64,1,0.6 - 0.699,5
2360,40162,quit simpli # worst # airlin # worstairlin ' ever use ! # shock # appaul # dire # dismal # beyondajok # useless,sadness,0.667,16,119,13,0.6 - 0.699,1
2361,40163,hate know get half gym morn ' depress,sadness,0.667,18,64,1,0.6 - 0.699,10
2362,40164,tri get earlier flt day turnd away bcuz late agent let pa # silvereliteleftbehind # unhappi,sadness,0.667,23,114,4,0.6 - 0.699,5
2363,40165,love ex unit manag twitter form fanbas . honestli despair time . back fuck team eh # mufc,sadness,0.667,24,106,3,0.6 - 0.699,9
2364,40166,go back week start ?? serious dread,sadness,0.667,14,55,2,0.6 - 0.699,6
2365,40167,' honestli upset reward nicol k . # depress # paulwasrob # rewardhardwork # bitterjuri # bb,sadness,0.667,13,99,7,0.6 - 0.699,2
2366,40168,' watch favorit youtub month ' honestli make depress much wors,sadness,0.667,17,84,2,0.6 - 0.699,8
2367,40169,"# endtrumpweek pleas , ' # depress .",sadness,0.667,6,47,6,0.6 - 0.699,1
2368,40170,think sad felt strongli physic mental . feel like take ' hard focu work # mhchat,sadness,0.667,25,113,4,0.6 - 0.699,11
2369,40171,' old sadli,sadness,0.667,4,24,2,0.6 - 0.699,1
2370,40172,sadli :(,sadness,0.667,4,16,3,0.6 - 0.699,1
2371,40173,"# terencecutch # tulsa man onth helicopt say look like bad dude , problem , see black see bad , # sad",sadness,0.667,25,114,6,0.6 - 0.699,9
2372,40174,' see differ court appeal women vs decept & amp ; pressur ' depress,sadness,0.667,19,111,5,0.6 - 0.699,8
2373,40175,' way hard get discourag .,sadness,0.667,8,34,2,0.6 - 0.699,4
2374,40176,depress suicid person see someon sing depress life yet fun relat encourag,sadness,0.667,23,118,0,0.6 - 0.699,11
2375,40177,' return dead desir clean apart eat someth ' garbag . # manag # depress,sadness,0.667,20,105,5,0.6 - 0.699,9
2376,40178,poor servic tonight find season ticket holder seat purchas onlin . forc move away # unhappi,sadness,0.667,21,113,3,0.6 - 0.699,6
2377,40179,even pencilâœ  never # stay ' # end âš « ðÿ ˜ ž,sadness,0.667,12,52,3,0.6 - 0.699,5
2378,40180,gut drop one ear sink school,sadness,0.667,13,50,0,0.6 - 0.699,7
2379,40181,holiday blue ! # wanttogobacktominehead .,sadness,0.6609999999999999,4,43,3,0.6 - 0.699,1
2380,40182,' rather die alon end somebodi ' sober,sadness,0.66,13,53,2,0.6 - 0.699,5
2381,40183,' think ' fulli sink val go yet,sadness,0.654,12,42,2,0.6 - 0.699,6
2382,40184,hate sober pop two,sadness,0.653,7,26,0,0.6 - 0.699,3
2383,40185,"' pretti clear ' stand , toler habitu liar . trump fan either ' citizen ? # despair",sadness,0.6459999999999999,24,117,8,0.6 - 0.699,9
2384,40186,"hard tell pic . mistak . either way , noth say initi race . u take . # sad # ignor",sadness,0.6459999999999999,25,116,8,0.6 - 0.699,8
2385,40187,"\ nâ €” momentarili disappear , solemn anxieti lace featur . \ n \ n ' run get â €”",sadness,0.6459999999999999,21,122,9,0.6 - 0.699,9
2386,40188,' junior ' wear purpl ollafest ' fight alarm need wake german # sad,sadness,0.6459999999999999,26,114,4,0.6 - 0.699,15
2387,40189,fact ' wear bra week know ' start wear one tomorrow depress ðÿ ™„ ðÿ ™„,sadness,0.6459999999999999,26,109,2,0.6 - 0.699,14
2388,40190,liam distant make mourn ðÿ ˜ ª,sadness,0.6459999999999999,8,32,0,0.6 - 0.699,3
2389,40191,' septemb ' still battl situat say handl march year . unaccept,sadness,0.6459999999999999,23,107,4,0.6 - 0.699,12
2390,40192,weather get fuck . like either sunni hot gloomi cold . .,sadness,0.6459999999999999,20,79,3,0.6 - 0.699,9
2391,40193,wait hour call back cancel order place alreadi spend hour phone ?! # sad,sadness,0.6459999999999999,29,112,4,0.6 - 0.699,13
2392,40194,life short dont shoot worri sad grief .,sadness,0.6459999999999999,14,56,1,0.6 - 0.699,7
2393,40195,brb go sulk bed friday,sadness,0.6459999999999999,8,30,0,0.6 - 0.699,3
2394,40196,"nooooooooooooooooooooo . stupid , dismal , lame winter mayb get danger ice .",sadness,0.6459999999999999,16,99,5,0.6 - 0.699,5
2395,40197,# ripkara could see local mall school footbal game . im dishearten,sadness,0.6459999999999999,17,76,2,0.6 - 0.699,7
2396,40198,great programm tonight # sad # upset # extremeworld,sadness,0.6459999999999999,7,57,4,0.6 - 0.699,0
2397,40199,friend tell ' pretti . trigger tell ' ugli . first confus realis ' . pretti ugli . # tru # sad # tumblr,sadness,0.64,25,113,10,0.6 - 0.699,7
2398,40200,"mom tell yesterday look grim start drive , tell turn around b / c sick",sadness,0.64,29,110,2,0.6 - 0.699,16
2399,40201,' whole ' ' hijack ' argument argument use ban discourag display st georg ' cross ? shame,sadness,0.636,24,115,7,0.6 - 0.699,10
2400,40202,' want piti instructor ' like understand . ' truli tri despit circumst make discourag,sadness,0.625,23,118,4,0.6 - 0.699,10
2401,40203,# mhchat childhood experi inform adult relationship . associ memori question abil process # sad,sadness,0.625,19,122,4,0.6 - 0.699,6
2402,40204,"payet goe either jan @ season end , ' say blame . boy must b dishearten ' see mo .",sadness,0.625,29,106,6,0.6 - 0.699,11
2403,40205,' cope wi sour face tini pout ðÿ ˜¡ ðÿ ˜¡,sadness,0.625,11,56,2,0.6 - 0.699,2
2404,40206,"' mani thing ' care , mani thing ' speak ' heavi even releas ...",sadness,0.625,25,110,8,0.6 - 0.699,14
2405,40207,provid custom w / equip ' deliv speed internet servic charg . # scam,sadness,0.625,18,112,5,0.6 - 0.699,8
2406,40208,"flirt , simper , pout , repeat . yuck .",sadness,0.625,6,46,6,0.6 - 0.699,0
2407,40209,bc ' gloomi day toni,sadness,0.625,7,31,3,0.6 - 0.699,2
2408,40210,heart actual sink looooool confus,sadness,0.625,10,50,1,0.6 - 0.699,4
2409,40211,' ms btw . lie remain . dri remain tear ; accept # lose,sadness,0.625,19,92,9,0.6 - 0.699,8
2410,40212,cant stop . finish - deject . luckili one bathroom . go stall wait pant dri .,sadness,0.625,27,96,5,0.6 - 0.699,14
2411,40213,wonder would happen father . # weari,sadness,0.625,11,43,2,0.6 - 0.699,6
2412,40214,absurd could laugh right ( also ' feel like cri futur countri ). # despair # wakeupcal,sadness,0.625,25,113,7,0.6 - 0.699,11
2413,40215,' get either . bite start droop ' droop . gp say mooncup alon blame .,sadness,0.625,20,104,6,0.6 - 0.699,8
2414,40216,happen vega ' origin prevel # sadli,sadness,0.625,12,68,3,0.6 - 0.699,5
2415,40217,' # eat way # sobrieti . ' hell journey back # sober,sadness,0.625,19,71,6,0.6 - 0.699,10
2416,40218,doe run opposit side ðÿ ™,sadness,0.625,12,43,0,0.6 - 0.699,6
2417,40219,"\ noh , ' sorri , sad noth import world griev",sadness,0.625,22,102,5,0.6 - 0.699,12
2418,40220,"' failur deliveri time ', custom pay k rupe ! - good # unhappi",sadness,0.625,21,109,8,0.6 - 0.699,8
2419,40221,genuin grim stuff . centuri histori sell porn baron twat minti new stadium . urgh,sadness,0.624,23,118,6,0.6 - 0.699,8
2420,40222,' sad man leav work littl bite late worst fear ' oh !! get stop polic ?!?! ' # ourworld,sadness,0.618,27,107,10,0.6 - 0.699,11
2421,40223,"least crystal everi part portray wrong , dark atmospher , fact mamoru brainwash",sadness,0.613,23,110,3,0.6 - 0.699,11
2422,40224,"way cool die young , way young die sober .. # tunechi",sadness,0.604,13,52,4,0.6 - 0.699,4
2423,40225,take k number madden low drop peopl unhappi,sadness,0.604,22,115,4,0.6 - 0.699,10
2424,40226,clue charger ... # lose,sadness,0.604,9,35,4,0.6 - 0.699,5
2425,40227,grim piec laughter stricken day .,sadness,0.604,15,68,2,0.6 - 0.699,9
2426,40228,move clip youtub tonight vigil hold tulsa metropolitan baptist church # terencecruth # justic # anger # sad,sadness,0.604,20,117,4,0.6 - 0.699,6
2427,40229,"nail half hang absolut fuck grim , even acryl hold ðÿ ˜· ðÿ ˜·",sadness,0.604,18,85,1,0.6 - 0.699,8
2428,40230,lose : geelong footbal team . \ nlast see enter banner sure ' sinc ... # unhappi # playwithsomeheart,sadness,0.604,18,116,9,0.6 - 0.699,5
2429,40231,alway unhappi easili offend .,sadness,0.604,6,45,2,0.6 - 0.699,1
2430,40232,sad day ... st day fall ... ' dislik fall ... love summer # firstdayoffal # goodbyesumm # sad # bathingsuitsforev,sadness,0.604,17,121,14,0.6 - 0.699,5
2431,40233,' yet . ' sink yet . rest .,sadness,0.604,11,52,6,0.6 - 0.699,4
2432,40234,awar time awar time lose . # awar # time # lose,sadness,0.604,11,57,4,0.6 - 0.699,3
2433,40235,* frown cup cheek hand step asid .* angela care . ' know els -,sadness,0.604,28,111,7,0.6 - 0.699,14
2434,40236,gonna loooooong year brown fan . longer normal ' # sad,sadness,0.604,15,63,3,0.6 - 0.699,6
2435,40237,\ ni like think ... sadli - ' shed ðÿ ˜¢,sadness,0.604,13,77,9,0.6 - 0.699,3
2436,40238,"sad leav break bed , hold depth despair , ' name love ðÿž ¶",sadness,0.604,28,105,3,0.6 - 0.699,18
2437,40239,theyv substitut hood badg gun .' public opinion indict charlott polic . # dark # sadtim # america # race,sadness,0.604,20,111,7,0.6 - 0.699,6
2438,40240,exact minu beer sadli,sadness,0.604,9,45,1,0.6 - 0.699,4
2439,40241,miss guy alway make sulk,sadness,0.604,9,30,0,0.6 - 0.699,4
2440,40242,let us burden remembr heavi ' go .\ n - william shakespear (-)\ n # forg ahead .,sadness,0.604,15,100,10,0.6 - 0.699,4
2441,40243,caus fail pass refus sober,sadness,0.604,9,31,0,0.6 - 0.699,4
2442,40244,?! want make plummet depth despair ??,sadness,0.604,15,66,5,0.6 - 0.699,8
2443,40245,trump presid - dark age usa world . would definit take us war . short & amp ; long term pain,sadness,0.604,25,119,7,0.6 - 0.699,7
2444,40246,unbeliev discourag music late . incred behind complet album . dig .,sadness,0.604,19,99,3,0.6 - 0.699,9
2445,40247,hennessey - dread . mutch - even pitch ? fryer - depth unfortun . # cpfc,sadness,0.604,19,83,7,0.6 - 0.699,7
2446,40248,' unhappi someon fuck tell ' unhappi leav . ' go fuckin around peopl side,sadness,0.604,23,110,4,0.6 - 0.699,12
2447,40249,"conflict report mama # ritamarley health , mannn wake today feel like mi ole self ( rejoic !!) di # sad",sadness,0.604,18,107,7,0.6 - 0.699,4
2448,40250,blame manag watch player play ? ' abysm . team dread . jose ' save us . - one . # mufc,sadness,0.604,24,113,9,0.6 - 0.699,9
2449,40251,sorrow grim remind bad video game could get bite trigger happi time . rip # mg,sadness,0.604,28,99,2,0.6 - 0.699,14
2450,40252,"im kind confus . one thing right great futur , hand new thing . # lose # needhelp",sadness,0.604,28,104,5,0.6 - 0.699,14
2451,40253,msm relentlessli say dt ' win : depress gop turnout & amp ; provid cover steal elect !,sadness,0.604,18,105,9,0.6 - 0.699,0
2452,40254,voic miley alicia year . longer contest . # sad,sadness,0.604,17,82,4,0.6 - 0.699,9
2453,40255,one ' sad .. wtf,sadness,0.583,12,44,4,0.5 - 0.599,7
2454,40256,right may # sufc fan footbal mayb shit marco rojo # mufc shock start ' dread,sadness,0.583,25,101,3,0.5 - 0.599,11
2455,40257,"get discourag tri fuck year contact ladi gaga thousand tweet , would see tweet ? :(",sadness,0.583,27,110,4,0.5 - 0.599,12
2456,40258,"show respect , ' ... u havent go war u cant say anyth .. u havent lose friend mate war , ahut !!",sadness,0.583,27,112,12,0.5 - 0.599,6
2457,40259,"give blue guitar , ' stand main charact . sort skim - read end get grim unsettl . . . /",sadness,0.583,27,108,8,0.5 - 0.599,11
2458,40260,first coat . pair sunglass . next ' limb . # lose,sadness,0.583,14,54,5,0.5 - 0.599,6
2459,40261,peopl protest adrenalin rush . # depress,sadness,0.583,15,74,2,0.5 - 0.599,10
2460,40262,whenev pout want adrian appear tell stop pout els,sadness,0.583,17,64,0,0.5 - 0.599,8
2461,40263,despair underneath everi action \ neach everi attempt pierc armour numb ' - mgla,sadness,0.583,21,99,3,0.5 - 0.599,9
2462,40264,"pleas bear , ' twitter savvyðÿ ˜ real life ' facebook person . help gain follow ðÿ ¤“# blog # selfhelp # depress",sadness,0.583,22,116,7,0.5 - 0.599,5
2463,40265,' alway insensit whenev griev idgi,sadness,0.583,8,43,1,0.5 - 0.599,3
2464,40266,put damper mood .,sadness,0.583,8,48,4,0.5 - 0.599,3
2465,40267,lose,sadness,0.583,2,6,0,0.5 - 0.599,1
2466,40268,know go . would definit buy ' live texa ' play df . ... depress,sadness,0.583,27,114,8,0.5 - 0.599,13
2467,40269,romero fuck dread like serious month old better .,sadness,0.583,14,64,1,0.5 - 0.599,4
2468,40270,"one step forward , two step backward , link rogerfederershop doesnâ ´ work . ðÿ ˜° lose hope roger feder new websit # sad",sadness,0.583,22,122,4,0.5 - 0.599,5
2469,40271,friend tell ' pretti . trigger tell ' ugli . first confus realis ' . pretti ugli . # tru # tumblr,sadness,0.583,24,109,9,0.5 - 0.599,7
2470,40272,"know man , assum heat argument peni . # sad",sadness,0.583,23,96,4,0.5 - 0.599,15
2471,40273,sadli best day behind,sadness,0.583,8,38,1,0.5 - 0.599,3
2472,40274,"ðÿ ™‚ ty often conflat two depress + sad , differ . q remind # mhchat",sadness,0.583,23,116,6,0.5 - 0.599,10
2473,40275,' let behavior destroy ur inner peac .' - dalai lama # heal # depress # anxieti # intuit # medit # book,sadness,0.583,19,117,11,0.5 - 0.599,3
2474,40276,# busi class # lo angel dublin # destroy luggag # day custom respons time # unhappi custom,sadness,0.583,16,102,6,0.5 - 0.599,1
2475,40277,' get # teampaella present way fi ' think ' arriv saturday sadli !! ;),sadness,0.583,23,111,11,0.5 - 0.599,9
2476,40278,"stg pine bluff morn piss even , damn shoe come size !!!!!! know say ðÿ ™„ ðÿ ™„ ðÿ ™„ ðÿ ™„ fml",sadness,0.583,30,113,7,0.5 - 0.599,14
2477,40279,' leav,sadness,0.583,4,26,3,0.5 - 0.599,2
2478,40280,"grim , insan , determin hurt",sadness,0.575,10,56,3,0.5 - 0.599,5
2479,40281,"thing , ' either unproduct unhappi , deal video badli .",sadness,0.574,19,89,5,0.5 - 0.599,10
2480,40282,' fuck dread live footi match,sadness,0.5710000000000001,8,51,2,0.5 - 0.599,2
2481,40283,"eat egg grim , eat materi embodi fart unborn chick",sadness,0.563,18,74,1,0.5 - 0.599,9
2482,40284,never call sober,sadness,0.562,7,27,0,0.5 - 0.599,4
2483,40285,come let ' make em hate ðÿ ˜˜ make em pout face ðÿ ‘¿ ðÿ ˜©.,sadness,0.562,12,52,2,0.5 - 0.599,2
2484,40286,haha ! well today . ' get beyond pout annoy ' afraid .,sadness,0.562,16,77,7,0.5 - 0.599,5
2485,40287,hope instinct reason human mind could kill . anim never know despair .,sadness,0.562,16,77,2,0.5 - 0.599,5
2486,40288,patti seem sad . stamp run behind sofa . give plenti love affect ... usual .,sadness,0.562,24,106,6,0.5 - 0.599,12
2487,40289,dylon felt deject . deject aunt !,sadness,0.562,8,37,2,0.5 - 0.599,3
2488,40290,"two blanket , hoodi , still etern sunshin mope .",sadness,0.562,12,53,3,0.5 - 0.599,4
2489,40291,send pitch brand close tab relev instantli . kind detach creat . # seriou,sadness,0.562,27,113,3,0.5 - 0.599,14
2490,40292,natur look lot greener gloomi dayz,sadness,0.562,8,34,0,0.5 - 0.599,2
2491,40293,congratul ! top home - tip : tri look mortgag balanc often . slow depress .,sadness,0.562,21,117,6,0.5 - 0.599,8
2492,40294,new lock sound grim,sadness,0.562,6,21,0,0.5 - 0.599,2
2493,40295,noth # work - ' feel life ' edge_could go either way # lose reason # live - jesuschristhealssavesask # fatloss,sadness,0.562,17,123,9,0.5 - 0.599,5
2494,40296,sad music,sadness,0.562,3,21,2,0.5 - 0.599,0
2495,40297,think val might go week . ' take rest week work mourn . ' sure ' understand . # gbbo,sadness,0.562,25,104,7,0.5 - 0.599,9
2496,40298,"week cours kitchen sink throw , still pull knive fork ear",sadness,0.562,25,93,1,0.5 - 0.599,13
2497,40299,gaaaaaaaad ! stay london !,sadness,0.562,6,36,2,0.5 - 0.599,3
2498,40300,"% grapefruit squash go , abl get week # unhappi",sadness,0.562,15,84,4,0.5 - 0.599,6
2499,40301,mourn creativ lose .,sadness,0.562,5,24,1,0.5 - 0.599,2
2500,40302,"' alcohol , sadli , flare specif circumst need care",sadness,0.562,25,114,5,0.5 - 0.599,15
2501,40303,add dont moncrief dismal situat # bless .,sadness,0.561,8,44,2,0.5 - 0.599,2
2502,40304,shoutout drink man bu piss bottl seat # grim,sadness,0.5479999999999999,18,65,1,0.5 - 0.599,10
2503,40305,u know u much ur mind u find clean stave kitchen almost ... # pensiv,sadness,0.542,24,98,4,0.5 - 0.599,10
2504,40306,fill report # baitswitch let go get fine levi . # badbusi # honoryourd # unhappi,sadness,0.542,20,119,8,0.5 - 0.599,6
2505,40307,itch someth # seriou rn ' sleep consid take like benadryl min nap itch badli wow,sadness,0.542,23,103,2,0.5 - 0.599,7
2506,40308,' garbag . obvious like suck ' still grim watch .,sadness,0.542,16,85,5,0.5 - 0.599,7
2507,40309,"team big bayern like play footbal , pitch fuck dread . certainli emir pitch anyway .",sadness,0.542,24,109,3,0.5 - 0.599,11
2508,40310,angri shout match # pessimist & amp ; # optimist :\ n ' ' half empti - head @%$!' \ n ' ' half full @%$!',sadness,0.542,18,108,22,0.5 - 0.599,5
2509,40311,* still wait yang . guess realli need sleep someth . kitten feel kinda deject right .* # offlin,sadness,0.542,19,103,6,0.5 - 0.599,4
2510,40312,"shame world gloom day one almost . though make sens ' whole part hydra , part . h . . e . l . ( c )",sadness,0.542,22,118,11,0.5 - 0.599,8
2511,40313,u griev someon legal ' person yet ?,sadness,0.542,11,46,2,0.5 - 0.599,5
2512,40314,' gloomi outsid . wish cold look,sadness,0.542,13,46,2,0.5 - 0.599,8
2513,40315,# lose # bag # stillwait go home inday . dm ' info ring time day . ? # wheresmybag,sadness,0.542,23,114,10,0.5 - 0.599,9
2514,40316,"saw - shirt phrase ' mind danger place ' would like buy , itali ' sell . # sad",sadness,0.542,29,111,7,0.5 - 0.599,14
2515,40317,nephew see frown face tell ' ' beauti '! ðÿ ˜¢ ðÿ ’ žðÿ ˜©,sadness,0.542,18,77,4,0.5 - 0.599,10
2516,40318,tri take ' lose break make right,sadness,0.542,11,45,1,0.5 - 0.599,4
2517,40319,# dobett two carriag : birmingham hereford room stand anymor friday commut # unhappi,sadness,0.542,18,107,4,0.5 - 0.599,5
2518,40320,' becom verb . ' ' gonna villaseã ± old contact ' need anymor .' # sad # waitingforexplan,sadness,0.542,18,119,10,0.5 - 0.599,6
2519,40321,' ok disgust dishearten presidenti race ' let stop u vote matter,sadness,0.542,22,117,4,0.5 - 0.599,9
2520,40322,blue ride cab home :\ n - belli much bigger rest bodi \ n - couldnt preggi \ n - lose day,sadness,0.542,30,111,7,0.5 - 0.599,16
2521,40323,ill say . black man id afraid leav hous move violat .\ n \ n # terrancecrutch # truth,sadness,0.542,24,103,6,0.5 - 0.599,11
2522,40324,"mayb ' differ stay sixth form ? still , oppress architectur , uninterest peopl",sadness,0.542,19,118,5,0.5 - 0.599,7
2523,40325,' confid never experi success last yr . best hope anoth bournemouth # sad,sadness,0.542,23,114,4,0.5 - 0.599,10
2524,40326,"' good alreadi hit rock bottom , even though ' two season away new depth despair . # playoff ? # njdevil",sadness,0.542,24,117,7,0.5 - 0.599,7
2525,40327,"absolut believ generos pour us , id give everyth nick healthi happi . # lose",sadness,0.542,24,108,3,0.5 - 0.599,12
2526,40328,get bitch depress,sadness,0.542,5,19,0,0.5 - 0.599,2
2527,40329,contact shock experi clear sky holiday book guy ?? # customerservicefail # dread,sadness,0.542,19,119,6,0.5 - 0.599,8
2528,40330,"well , unhappi way play . right ??",sadness,0.542,16,76,7,0.5 - 0.599,7
2529,40331,"guess must realli expens ... ' whole famili stay poland , realli miss ...",sadness,0.542,23,107,9,0.5 - 0.599,11
2530,40332,regret thing temper time ; regret thing inconsol . sydney j . harri,sadness,0.542,27,108,3,0.5 - 0.599,17
2531,40333,untyp kinda friday # dull,sadness,0.542,4,25,1,0.5 - 0.599,0
2532,40334,"oldest cat piss . ' alway weari kennen ( senil kinda ), recent sweet . attack bite .",sadness,0.542,25,116,7,0.5 - 0.599,10
2533,40335,xdd ' song weari (?),sadness,0.542,11,47,5,0.5 - 0.599,6
2534,40336,feel grim nail do,sadness,0.542,7,31,0,0.5 - 0.599,3
2535,40337,"could crook , stick , delusion , dim & amp ; # dark heart dud surpris lose & amp ; prob also ppl ' let crime drop ! # nwo imo",sadness,0.541,21,127,11,0.5 - 0.599,6
2536,40338,ak leav spine frown,sadness,0.521,8,32,0,0.5 - 0.599,4
2537,40339,good shorti much offer & amp ; ' sad nigga ' even see right front face late,sadness,0.521,31,111,4,0.5 - 0.599,18
2538,40340,noel edmond reckon cat ' talk stress uncertainti # gbbo futur !?!? # plot # lose,sadness,0.521,20,111,9,0.5 - 0.599,7
2539,40341,one way ticket blue .,sadness,0.521,6,23,1,0.5 - 0.599,2
2540,40342,dull .,sadness,0.521,3,18,3,0.5 - 0.599,1
2541,40343,"georg h . establish unhappi trump ' campaign brand son low - energi , could beat either .",sadness,0.521,21,116,6,0.5 - 0.599,7
2542,40344,marcu roho dread,sadness,0.521,4,20,0,0.5 - 0.599,1
2543,40345,"im kind confus . one thing right great futur , hand new thing . # needhelp",sadness,0.521,27,99,4,0.5 - 0.599,14
2544,40346,finish write second book tonight . # somber # sad # youpromis # havemerci # author # writer # needpublish # beingedit # workingonsidebook,sadness,0.521,15,126,10,0.5 - 0.599,1
2545,40347,-- take feel kei unfairli . lip form frown tri walk away .,sadness,0.521,20,89,5,0.5 - 0.599,8
2546,40348,tri get earlier flt day turnd away bcuz late agent let pa # silvereliteleftbehind,sadness,0.521,22,106,3,0.5 - 0.599,5
2547,40349,thank god warn walk sink caus lord know would ' sick stomach would ' want sue lbvf,sadness,0.521,27,111,2,0.5 - 0.599,12
2548,40350,... yeah . ' home .\ nstill feel mix insid & amp ; kinda gloomi . littl optimist ' figur .,sadness,0.521,23,116,12,0.5 - 0.599,7
2549,40351,penni dread cleav fraction heart,sadness,0.521,10,45,0,0.5 - 0.599,5
2550,40352,"gundlach call round top , doom gloom , % move",sadness,0.521,12,70,4,0.5 - 0.599,3
2551,40353,"everyth far away time short , rest weari .",sadness,0.521,13,56,2,0.5 - 0.599,6
2552,40354,let know ' # blue,sadness,0.521,7,34,3,0.5 - 0.599,3
2553,40355,want help # depress . give offic call learn # tm may treatment ' wait !,sadness,0.521,25,105,5,0.5 - 0.599,13
2554,40356,"dunno , ' get less spaciou love autumn melancholi present apocalyps",sadness,0.521,16,97,3,0.5 - 0.599,5
2555,40357,get pay vacuum rat poop . (-: never dull day biolog depart ...,sadness,0.521,17,66,7,0.5 - 0.599,5
2556,40358,"# terencecutch # tulsa man onth helicopt say look like bad dude , problem , see black see bad ,",sadness,0.521,24,110,5,0.5 - 0.599,9
2557,40359,sadden alway strive bring best servic custom . alway . cm,sadness,0.521,26,111,3,0.5 - 0.599,15
2558,40360,someon need tell candic ' stick shitti pout wind chang . # gbbo,sadness,0.521,17,78,3,0.5 - 0.599,6
2559,40361,health insur ' cover tm let know cover ect # mentalhealth # psycholog # tm # ect,sadness,0.521,18,92,5,0.5 - 0.599,6
2560,40362,meden frown non exist face,sadness,0.521,11,57,1,0.5 - 0.599,5
2561,40363,neg campaign doom gloom ' win elect,sadness,0.521,10,63,2,0.5 - 0.599,3
2562,40364,"depress u ' judg expos everyon , help",sadness,0.52,20,88,2,0.5 - 0.599,14
2563,40365,sadli constitut right abort . yet constitut right life . safeti net protect right,sadness,0.514,21,120,3,0.5 - 0.599,8
2564,40366,inconsol gif context,sadness,0.509,9,44,1,0.5 - 0.599,5
2565,40367,"' come . come . arm . ' go anywher , toni , swear .' steve tell , quiet solemn .",sadness,0.5,21,101,12,0.5 - 0.599,5
2566,40368,lisa : get want time ultim leav unfulfil joyless .,sadness,0.5,15,77,2,0.5 - 0.599,7
2567,40369,sad truth !,sadness,0.5,4,20,2,0.5 - 0.599,1
2568,40370,peopl go realiz ' riot ' perpetu hate . say ' go boycott citi !?! # lose,sadness,0.5,22,116,9,0.5 - 0.599,10
2569,40371,' wanna go work want money,sadness,0.5,10,34,1,0.5 - 0.599,5
2570,40372,rooney need come ! absolut dread ! ðÿ ™ ˆðÿ ™ ˆðÿ ™ ˆ class goal show team !!,sadness,0.5,22,121,7,0.5 - 0.599,8
2571,40373,' tune snapchat bean funer,sadness,0.5,7,37,1,0.5 - 0.599,2
2572,40374,"funer , close casket , want play , ' call record complet .'' - # lose # podcast # talksho",sadness,0.5,21,116,12,0.5 - 0.599,9
2573,40375,goodby despair,sadness,0.5,3,28,1,0.5 - 0.599,0
2574,40376,ff dread defend,sadness,0.5,3,20,0,0.5 - 0.599,0
2575,40377,name chang uncl remu lewi # foh # theydontlikeyoueith # lose # unwok,sadness,0.5,10,72,5,0.5 - 0.599,0
2576,40378,"waitress recognis last time mope , interview haha",sadness,0.5,16,73,1,0.5 - 0.599,9
2577,40379,day # lose,sadness,0.5,5,16,1,0.5 - 0.599,3
2578,40380,anyon notic stori recent day paint posit accomplish trump challeng hillari ? # surpris # sad,sadness,0.5,21,120,4,0.5 - 0.599,7
2579,40381,"post seri depress quit bad , get better , bet someon pick novel soon west .",sadness,0.5,24,107,4,0.5 - 0.599,10
2580,40382,â €” make feel vigor . ' fine . kill .' say hestia display despair rather joy â €”,sadness,0.5,25,112,6,0.5 - 0.599,10
2581,40383,": dull sleep hour ,\ na crew patch , rude mechan ,\ n # amndbot",sadness,0.5,15,87,7,0.5 - 0.599,7
2582,40384,"nd step beat # anxieti # depress realis ' wait ...., take action .",sadness,0.495,21,104,9,0.4 - 0.499,10
2583,40385,sure hell help depress still,sadness,0.485,16,96,5,0.4 - 0.499,7
2584,40386,# charlotteprotest u # wait fact # video u # hate ask question later # protest # policeshoot # suggest,sadness,0.479,20,116,8,0.4 - 0.499,5
2585,40387,"sadli , war often factor jump start us econom growth",sadness,0.479,14,71,2,0.4 - 0.499,4
2586,40388,grim fuck go dame fuck clown take game channel way nj would delet,sadness,0.479,26,111,1,0.4 - 0.499,12
2587,40389,"leed sure drop price cup tie , rather dismal attend last night ..",sadness,0.479,17,80,3,0.4 - 0.499,6
2588,40390,' someth note fact mask manufactur produc smile frown .,sadness,0.479,18,97,3,0.4 - 0.499,8
2589,40391,word happi would lose mean balanc sad .,sadness,0.479,14,64,1,0.4 - 0.499,7
2590,40392,solut punish crimin . ' way discourag crime . circl continu .,sadness,0.479,20,100,5,0.4 - 0.499,10
2591,40393,realli enjoy episod . bite gloomi day today feel sens inspir listen .,sadness,0.479,24,109,3,0.4 - 0.499,12
